contractId,infraYear,budget,ndbi_d,ndvi_d,bsi_d,change_class,confidence,flagged,reason
16AA0101,2016,9554175.99,,,,insufficient_data,0.0,False,no_imagery
17AB0251,2016,5430150.0,-0.0854,0.0042,-0.08,partial_construction,0.256,True,completed_minimal_construction_evidence
16JD0002,2016,29400000.0,,,,insufficient_data,0.0,False,no_imagery
15OB0319,2016,17369752.15,,,,insufficient_data,0.0,False,no_imagery
16DF0002,2016,27287617.38,,,,insufficient_data,0.0,False,no_imagery
16CI0013,2016,46057460.71,,,,insufficient_data,0.0,False,no_imagery
15EA0091,2016,1831364.34,,,,insufficient_data,0.0,False,no_imagery
15OB0375,2016,17367975.38,,,,insufficient_data,0.0,False,no_imagery
16AH0065,2016,28517714.41,-0.0452,0.0243,-0.049,no_change,0.955,True,completed_no_satellite_change
16OC0026,2016,16954996.36,,,,insufficient_data,0.0,False,no_imagery
16FA0014,2016,48999998.96,,,,insufficient_data,0.0,False,no_imagery
16DF0003,2016,27872765.03,,,,insufficient_data,0.0,False,no_imagery
17AB0242,2016,44843040.0,-0.036,-0.0025,-0.0297,no_change,0.964,True,completed_no_satellite_change
15OF0250,2016,13172100.0,,,,insufficient_data,0.0,False,no_imagery
17DK0016,2016,13510000.0,,,,insufficient_data,0.0,False,no_imagery
16FK0009,2016,8624628.94,,,,insufficient_data,0.0,False,no_imagery
16CJ0158,2016,24422609.3,0.0851,-0.0986,0.0759,partial_construction,0.255,True,completed_minimal_construction_evidence
16AH0097,2016,19241208.71,-0.0268,0.0152,-0.0285,no_change,0.973,True,completed_no_satellite_change
15AI0400,2016,13964987.99,-0.0188,0.0717,-0.0282,no_change,0.928,True,completed_no_satellite_change
17PL0204,2016,76799999.98,,,,insufficient_data,0.0,False,no_imagery
15OF0207,2016,12723883.18,,,,insufficient_data,0.0,False,no_imagery
15LC0200,2016,29617560.0,,,,insufficient_data,0.0,False,no_imagery
16G00185,2016,1948914.0,,,,insufficient_data,0.0,False,no_imagery
16CD0113,2016,35440362.72,,,,insufficient_data,0.0,False,no_imagery
15FL0091,2016,46534217.81,,,,insufficient_data,0.0,False,no_imagery
15DG0114,2016,18186754.01,,,,insufficient_data,0.0,False,no_imagery
16OB0077,2016,44380399.7,,,,insufficient_data,0.0,False,no_imagery
16JI0013,2016,30354022.78,,,,insufficient_data,0.0,False,no_imagery
16CH0022,2016,46570034.68,,,,insufficient_data,0.0,False,no_imagery
15DG0135,2016,26486911.32,,,,insufficient_data,0.0,False,no_imagery
15LC0204,2016,19135480.0,,,,insufficient_data,0.0,False,no_imagery
15BH0207,2016,37393750.0,,,,insufficient_data,0.0,False,no_imagery
15OB0496,2016,8679821.96,,,,insufficient_data,0.0,False,no_imagery
16DN0048,2016,38690392.1,,,,insufficient_data,0.0,False,no_imagery
17AB0240,2016,46149840.0,-0.0146,0.0924,-0.0007,partial_construction,0.185,True,completed_minimal_construction_evidence
15OD0135,2016,17784099.48,,,,insufficient_data,0.0,False,no_imagery
17AB0236,2016,13061070.0,,,,insufficient_data,0.0,False,no_imagery
15OB0502,2016,5645327.96,,,,insufficient_data,0.0,False,no_imagery
15BC0170,2016,16070138.64,,,,insufficient_data,0.0,False,no_imagery
16BD0005,2016,37998762.23,,,,insufficient_data,0.0,False,no_imagery
15II0140,2016,41248016.06,,,,insufficient_data,0.0,False,no_imagery
16OB0096,2016,35872764.56,,,,insufficient_data,0.0,False,no_imagery
15LC0249,2016,19800000.0,,,,insufficient_data,0.0,False,no_imagery
16JH0073,2016,18772242.43,,,,insufficient_data,0.0,False,no_imagery
15OF0249,2016,17369900.0,,,,insufficient_data,0.0,False,no_imagery
16FB0023,2016,20568069.22,,,,insufficient_data,0.0,False,no_imagery
17DK0232,2016,1414153.8,,,,insufficient_data,0.0,False,no_imagery
16AB0049,2016,4949976.96,-0.008,-0.0519,0.0017,no_change,0.948,True,completed_no_satellite_change
15CJ0175,2016,46113594.71,-0.0062,0.0429,-0.02,no_change,0.957,True,completed_no_satellite_change
16OB0216,2016,17144000.0,,,,insufficient_data,0.0,False,no_imagery
16CJ0161,2016,10450351.66,0.0144,-0.0956,-0.0057,partial_construction,0.191,True,completed_minimal_construction_evidence
16FA0004,2016,36002906.44,,,,insufficient_data,0.0,False,no_imagery
15CI0132,2016,46549055.0,,,,insufficient_data,0.0,False,no_imagery
16CF0229,2016,12897263.3,,,,insufficient_data,0.0,False,no_imagery
16CH0010,2016,44084336.51,,,,insufficient_data,0.0,False,no_imagery
16CH0012,2016,46672581.79,,,,insufficient_data,0.0,False,no_imagery
15NH0124,2016,44098207.72,,,,insufficient_data,0.0,False,no_imagery
15KE0060,2016,18576039.69,,,,insufficient_data,0.0,False,no_imagery
16BC0011,2016,45231506.01,,,,insufficient_data,0.0,False,no_imagery
16FG0018,2016,18276857.01,,,,insufficient_data,0.0,False,no_imagery
15DF0194,2016,36710024.24,,,,insufficient_data,0.0,False,no_imagery
15CJ0152,2016,46579364.24,0.0791,-0.1754,0.0798,vegetation_cleared,0.273,True,completed_only_clearing_detected
16AA0002,2016,13736733.3,,,,insufficient_data,0.0,False,no_imagery
15OB0327,2016,17731443.69,,,,insufficient_data,0.0,False,no_imagery
15CC0330,2016,9410272.62,,,,insufficient_data,0.0,False,no_imagery
15BH0205,2016,47040000.0,,,,insufficient_data,0.0,False,no_imagery
15OB0325,2016,17369334.06,,,,insufficient_data,0.0,False,no_imagery
16AA0040,2016,14331652.59,,,,insufficient_data,0.0,False,no_imagery
15CL0064,2016,12633103.5,0.0066,0.0232,-0.0038,no_change,0.977,True,completed_no_satellite_change
15HM0104,2016,18360655.05,,,,insufficient_data,0.0,False,no_imagery
15GD0105,2016,18799308.26,,,,insufficient_data,0.0,False,no_imagery
15DF0184,2016,36708869.46,,,,insufficient_data,0.0,False,no_imagery
15LC0205,2016,18913741.93,,,,insufficient_data,0.0,False,no_imagery
16O00023,2016,256811917.06,,,,insufficient_data,0.0,False,no_imagery
15OB0330,2016,17369195.66,,,,insufficient_data,0.0,False,no_imagery
16OD0033,2016,44282961.16,,,,insufficient_data,0.0,False,no_imagery
17PA0075,2016,44376490.3,-0.0091,-0.0494,-0.011,no_change,0.951,True,completed_no_satellite_change
17PA0053,2016,47701880.0,-0.068,0.1031,-0.0852,partial_construction,0.206,True,completed_minimal_construction_evidence
15GA0202,2016,13965002.1,,,,insufficient_data,0.0,False,no_imagery
17FI0057,2016,50545011.25,,,,insufficient_data,0.0,False,no_imagery
17BI0054,2016,587132.86,,,,insufficient_data,0.0,False,no_imagery
16FG0029,2016,18326037.59,,,,insufficient_data,0.0,False,no_imagery
16FK0026,2016,4676431.5,,,,insufficient_data,0.0,False,no_imagery
16K00050,2016,35698715.62,,,,insufficient_data,0.0,False,no_imagery
15KE0059,2016,18523372.09,,,,insufficient_data,0.0,False,no_imagery
17CG0044,2016,45516077.85,,,,insufficient_data,0.0,False,no_imagery
17PA0050,2016,47244398.1,-0.0862,0.158,-0.0846,partial_construction,0.316,False,partial_construction_detected
17PA0060,2016,44350703.08,-0.0234,0.0533,-0.024,no_change,0.947,True,completed_no_satellite_change
17PA0018,2016,45234642.45,-0.0503,0.0825,-0.0514,partial_construction,0.165,True,completed_minimal_construction_evidence
16IB0326,2016,32664999.6,,,,insufficient_data,0.0,False,no_imagery
16JA0028,2016,3866956.56,,,,insufficient_data,0.0,False,no_imagery
16CG0119,2016,3605257.91,,,,insufficient_data,0.0,False,no_imagery
15LF0067,2016,9408243.0,,,,insufficient_data,0.0,False,no_imagery
17AF0038,2016,8247089.3,0.0077,0.0341,-0.0012,no_change,0.966,True,completed_no_satellite_change
15CI0134,2016,27605069.79,,,,insufficient_data,0.0,False,no_imagery
16CH0008,2016,9397481.3,,,,insufficient_data,0.0,False,no_imagery
16CH0011,2016,41787193.68,,,,insufficient_data,0.0,False,no_imagery
16OA0058,2016,32198987.68,,,,insufficient_data,0.0,False,no_imagery
17AI0034,2016,13419843.0,0.0773,-0.0793,0.0663,partial_construction,0.232,True,completed_minimal_construction_evidence
16MH0045,2016,38546293.52,,,,insufficient_data,0.0,False,no_imagery
15AI0403,2016,24499996.94,-0.0292,0.0353,-0.027,no_change,0.965,True,completed_no_satellite_change
16IL0068,2016,4949960.67,,,,insufficient_data,0.0,False,no_imagery
15AF0130,2016,9306235.02,-0.0433,0.3126,0.0526,partial_construction,0.5,False,partial_construction_detected
16OA0015,2016,48019473.99,,,,insufficient_data,0.0,False,no_imagery
17PL0211,2016,79308883.01,,,,insufficient_data,0.0,False,no_imagery
15BC0127,2016,18980200.73,,,,insufficient_data,0.0,False,no_imagery
17PL0184,2016,57065396.75,,,,insufficient_data,0.0,False,no_imagery
17AB0235,2016,45846900.0,,,,insufficient_data,0.0,False,no_imagery
16IL0050,2016,1948240.1,,,,insufficient_data,0.0,False,no_imagery
15OB0373,2016,17367307.8,,,,insufficient_data,0.0,False,no_imagery
15BC0129,2016,18873043.71,,,,insufficient_data,0.0,False,no_imagery
15OB0428,2016,4500417.68,,,,insufficient_data,0.0,False,no_imagery
16DF0023,2016,13791527.72,,,,insufficient_data,0.0,False,no_imagery
15OA0112,2016,7464539.98,,,,insufficient_data,0.0,False,no_imagery
16CD0123,2016,38697082.64,,,,insufficient_data,0.0,False,no_imagery
15DG0112,2016,13632612.66,,,,insufficient_data,0.0,False,no_imagery
15OA0100,2016,36166885.35,,,,insufficient_data,0.0,False,no_imagery
16AJ0071,2016,13563856.62,0.0261,-0.0094,0.0191,no_change,0.974,True,completed_no_satellite_change
16AB0024,2016,14699995.03,-0.0345,0.0288,-0.0381,no_change,0.966,True,completed_no_satellite_change
17PA0040,2016,47226106.01,-0.017,-0.013,-0.0198,no_change,0.983,True,completed_no_satellite_change
16FG0034,2016,36441841.09,,,,insufficient_data,0.0,False,no_imagery
16AI0227,2016,28076911.05,0.0001,0.0739,-0.0006,no_change,0.926,True,completed_no_satellite_change
16OD0005,2016,44246282.0,,,,insufficient_data,0.0,False,no_imagery
15DF0195,2016,36673010.81,,,,insufficient_data,0.0,False,no_imagery
16FB0007,2016,18409493.71,,,,insufficient_data,0.0,False,no_imagery
16OB0151,2016,44085007.47,,,,insufficient_data,0.0,False,no_imagery
15BF0143,2016,17959380.99,,,,insufficient_data,0.0,False,no_imagery
16OB0088,2016,17660411.34,,,,insufficient_data,0.0,False,no_imagery
16FG0026,2016,18136232.61,,,,insufficient_data,0.0,False,no_imagery
16OD0023,2016,34741186.8,,,,insufficient_data,0.0,False,no_imagery
16AE0039,2016,9499319.48,-0.0311,0.0689,0.0014,no_change,0.931,True,completed_no_satellite_change
17EH0119,2016,78242494.7,,,,insufficient_data,0.0,False,no_imagery
15OB0500,2016,7480499.3,,,,insufficient_data,0.0,False,no_imagery
15OB0334,2016,17366781.25,,,,insufficient_data,0.0,False,no_imagery
16AI0250,2016,29964474.61,-0.3177,0.3593,-0.2898,partial_construction,0.5,False,partial_construction_detected
16OA0039,2016,40877606.89,,,,insufficient_data,0.0,False,no_imagery
16C00034,2016,284171467.28,-0.0974,0.31,-0.1137,partial_construction,0.5,False,partial_construction_detected
15CC0332,2016,9414809.73,,,,insufficient_data,0.0,False,no_imagery
16KB0064,2016,24068104.28,,,,insufficient_data,0.0,False,no_imagery
15OB0321,2016,17369617.58,,,,insufficient_data,0.0,False,no_imagery
15OB0533,2016,4557892.47,,,,insufficient_data,0.0,False,no_imagery
15HC0204,2016,1647423.26,,,,insufficient_data,0.0,False,no_imagery
16FB0014,2016,18326476.82,,,,insufficient_data,0.0,False,no_imagery
16CG0171,2016,36889635.3,,,,insufficient_data,0.0,False,no_imagery
16AJ0042,2016,19061789.39,-0.0325,-0.0087,-0.0056,no_change,0.968,True,completed_no_satellite_change
16OI0003,2016,17621003.02,,,,insufficient_data,0.0,False,no_imagery
15PA0112,2016,41963939.0,0.0031,0.1024,0.0061,partial_construction,0.205,True,completed_minimal_construction_evidence
15HC0205,2016,4570000.0,,,,insufficient_data,0.0,False,no_imagery
15OB0353,2016,17368959.11,,,,insufficient_data,0.0,False,no_imagery
15DE0125,2016,1900793.74,,,,insufficient_data,0.0,False,no_imagery
15OB0530,2016,8683783.01,,,,insufficient_data,0.0,False,no_imagery
16IL0081,2016,25281724.8,,,,insufficient_data,0.0,False,no_imagery
17PA0084,2016,45925374.37,-0.0557,0.0449,-0.0657,partial_construction,0.167,True,completed_minimal_construction_evidence
16CD0108,2016,9205279.59,,,,insufficient_data,0.0,False,no_imagery
16AB0081,2016,35417645.9,,,,insufficient_data,0.0,False,no_imagery
15OB0324,2016,17369601.79,,,,insufficient_data,0.0,False,no_imagery
15EA0094,2016,1377462.34,,,,insufficient_data,0.0,False,no_imagery
17PA0041,2016,46039833.78,-0.0765,0.0683,-0.0845,partial_construction,0.229,True,completed_minimal_construction_evidence
16OB0180,2016,17366991.51,,,,insufficient_data,0.0,False,no_imagery
16DF0004,2016,27543831.85,,,,insufficient_data,0.0,False,no_imagery
16GK0024,2016,9238569.99,,,,insufficient_data,0.0,False,no_imagery
16AJ0093,2016,9362156.0,-0.0284,-0.1548,0.0094,vegetation_cleared,0.241,True,completed_only_clearing_detected
16FE0008,2016,23273796.56,,,,insufficient_data,0.0,False,no_imagery
16CG0173,2016,42059829.25,,,,insufficient_data,0.0,False,no_imagery
17PL0235,2016,28796602.53,,,,insufficient_data,0.0,False,no_imagery
15BI0119,2016,33263999.99,,,,insufficient_data,0.0,False,no_imagery
16BJ0023,2016,18595552.32,,,,insufficient_data,0.0,False,no_imagery
16AH0053,2016,19412346.85,0.0138,0.0157,0.0035,no_change,0.984,True,completed_no_satellite_change
15OF0255,2016,18140648.52,,,,insufficient_data,0.0,False,no_imagery
15OD0140,2016,8856092.0,,,,insufficient_data,0.0,False,no_imagery
15OB0479,2016,17560800.0,,,,insufficient_data,0.0,False,no_imagery
15CD0248,2016,45561358.51,,,,insufficient_data,0.0,False,no_imagery
16CG0175,2016,42635187.15,,,,insufficient_data,0.0,False,no_imagery
16OD0008,2016,43930060.0,,,,insufficient_data,0.0,False,no_imagery
16BJ0027,2016,44703557.84,,,,insufficient_data,0.0,False,no_imagery
16FA0005,2016,39092980.19,,,,insufficient_data,0.0,False,no_imagery
16AH0024,2016,19206983.63,0.0582,-0.0444,0.0586,partial_construction,0.175,True,completed_minimal_construction_evidence
16CD0119,2016,24427202.08,,,,insufficient_data,0.0,False,no_imagery
15FM0035,2016,9308775.88,,,,insufficient_data,0.0,False,no_imagery
16AB0172,2016,13612264.11,,,,insufficient_data,0.0,False,no_imagery
16OD0036,2016,35326554.0,,,,insufficient_data,0.0,False,no_imagery
16AB0029,2016,7604776.83,0.0479,-0.0299,0.0383,no_change,0.952,True,completed_no_satellite_change
16BE0039,2016,48986563.62,,,,insufficient_data,0.0,False,no_imagery
15CL0074,2016,12386049.23,-0.0175,0.0278,-0.0095,no_change,0.972,True,completed_no_satellite_change
15OB0461,2016,4341814.93,,,,insufficient_data,0.0,False,no_imagery
15KA0135,2016,14531924.19,,,,insufficient_data,0.0,False,no_imagery
15N00054,2016,131248526.44,,,,insufficient_data,0.0,False,no_imagery
17CJ0055,2016,36335587.01,0.0943,-0.1621,0.0823,vegetation_cleared,0.252,True,completed_only_clearing_detected
15CA0082,2016,18463200.0,,,,insufficient_data,0.0,False,no_imagery
15OB0372,2016,17369860.34,,,,insufficient_data,0.0,False,no_imagery
16CD0049,2016,37254744.86,,,,insufficient_data,0.0,False,no_imagery
15LB0207,2016,23762156.51,,,,insufficient_data,0.0,False,no_imagery
16GK0025,2016,27684288.93,,,,insufficient_data,0.0,False,no_imagery
17EH0120,2016,83962975.38,,,,insufficient_data,0.0,False,no_imagery
16AB0037,2016,14700000.0,,,,insufficient_data,0.0,False,no_imagery
15DN0188,2016,19562712.33,,,,insufficient_data,0.0,False,no_imagery
16IG0001,2016,9601783.43,,,,insufficient_data,0.0,False,no_imagery
16FA0015,2016,39198845.67,,,,insufficient_data,0.0,False,no_imagery
17PA0042,2016,44747768.52,0.0204,0.0142,0.0146,no_change,0.98,True,completed_no_satellite_change
15GD0108,2016,18268847.76,,,,insufficient_data,0.0,False,no_imagery
16CG0177,2016,45401215.1,,,,insufficient_data,0.0,False,no_imagery
17PA0049,2016,46963340.0,0.0036,-0.1363,-0.009,partial_construction,0.273,True,completed_minimal_construction_evidence
16CH0020,2016,18665097.16,,,,insufficient_data,0.0,False,no_imagery
15HM0103,2016,9309999.98,,,,insufficient_data,0.0,False,no_imagery
16OD0009,2016,43647345.0,,,,insufficient_data,0.0,False,no_imagery
17PA0079,2016,44259455.64,-0.0769,0.0698,-0.0853,partial_construction,0.231,True,completed_minimal_construction_evidence
16AB0084,2016,987946.02,-0.0308,0.0319,-0.0204,no_change,0.968,True,completed_no_satellite_change
16OE0057,2016,46487811.69,,,,insufficient_data,0.0,False,no_imagery
16CJ0156,2016,43086493.45,-0.0066,0.1728,-0.0225,partial_construction,0.346,False,partial_construction_detected
17EB0128,2016,16814152.33,,,,insufficient_data,0.0,False,no_imagery
15BB0123,2016,40449039.17,,,,insufficient_data,0.0,False,no_imagery
16BJ0024,2016,18624680.4,,,,insufficient_data,0.0,False,no_imagery
16AH0142,2016,19208000.0,-0.0259,-0.0104,-0.042,no_change,0.974,True,completed_no_satellite_change
16AH0139,2016,29164770.03,-0.1357,0.0223,-0.0621,partial_construction,0.407,False,partial_construction_detected
17PA0071,2016,45954888.0,0.0118,-0.0138,-0.0126,no_change,0.986,True,completed_no_satellite_change
16AE0040,2016,9499319.48,-0.0898,0.1676,-0.0562,partial_construction,0.335,False,partial_construction_detected
15PA0113,2016,43138317.82,-0.0474,0.0827,-0.0213,partial_construction,0.165,True,completed_minimal_construction_evidence
17AI0033,2016,47569626.75,0.0172,-0.044,0.0084,no_change,0.956,True,completed_no_satellite_change
15CH0142,2016,29989206.66,,,,insufficient_data,0.0,False,no_imagery
16DN0022,2016,18381398.84,,,,insufficient_data,0.0,False,no_imagery
16HK0019,2016,16124000.0,,,,insufficient_data,0.0,False,no_imagery
16OI0045,2016,18073429.23,,,,insufficient_data,0.0,False,no_imagery
16FB0022,2016,21034727.17,,,,insufficient_data,0.0,False,no_imagery
17DK0017,2016,5616532.59,,,,insufficient_data,0.0,False,no_imagery
16AB0050,2016,5048924.44,-0.1034,0.0097,-0.074,partial_construction,0.31,False,partial_construction_detected
15OB0473,2016,17369866.81,,,,insufficient_data,0.0,False,no_imagery
16CC0047,2016,22456246.49,,,,insufficient_data,0.0,False,no_imagery
16AA0117,2016,4729069.17,,,,insufficient_data,0.0,False,no_imagery
16CG0172,2016,37383404.72,,,,insufficient_data,0.0,False,no_imagery
16DN0045,2016,23028496.69,,,,insufficient_data,0.0,False,no_imagery
15OB0358,2016,13027164.5,,,,insufficient_data,0.0,False,no_imagery
17OB0077,2016,36630910.58,,,,insufficient_data,0.0,False,no_imagery
16CH0007,2016,18630701.72,,,,insufficient_data,0.0,False,no_imagery
15K00298,2016,137444284.23,,,,insufficient_data,0.0,False,no_imagery
16AH0032,2016,9603994.66,0.0763,-0.064,0.0734,partial_construction,0.229,True,completed_minimal_construction_evidence
15OB0452,2016,17369860.22,,,,insufficient_data,0.0,False,no_imagery
15II0134,2016,45373870.4,,,,insufficient_data,0.0,False,no_imagery
16FG0027,2016,18238397.03,,,,insufficient_data,0.0,False,no_imagery
16OD0057,2016,36743266.14,,,,insufficient_data,0.0,False,no_imagery
15OB0354,2016,17368836.32,,,,insufficient_data,0.0,False,no_imagery
16OD0024,2016,33933519.68,,,,insufficient_data,0.0,False,no_imagery
16AB0086,2016,1894342.77,-0.0463,-0.0404,-0.0453,no_change,0.954,True,completed_no_satellite_change
15GA0199,2016,23256720.38,,,,insufficient_data,0.0,False,no_imagery
15OB0471,2016,150981954.46,,,,insufficient_data,0.0,False,no_imagery
17EH0116,2016,83839647.15,-0.0343,0.0311,-0.0326,no_change,0.966,True,completed_no_satellite_change
15DN0151,2016,14552999.45,,,,insufficient_data,0.0,False,no_imagery
16JI0025,2016,27561925.8,,,,insufficient_data,0.0,False,no_imagery
16JA0026,2016,3874643.93,,,,insufficient_data,0.0,False,no_imagery
15KE0061,2016,18552100.07,,,,insufficient_data,0.0,False,no_imagery
16OF0041,2016,44389937.52,,,,insufficient_data,0.0,False,no_imagery
16O00021,2016,86288309.13,,,,insufficient_data,0.0,False,no_imagery
15FC0220,2016,9305242.31,,,,insufficient_data,0.0,False,no_imagery
17AB0247,2016,47636820.0,,,,insufficient_data,0.0,False,no_imagery
16FA0012,2016,46531396.11,,,,insufficient_data,0.0,False,no_imagery
15OE0181,2016,18595871.78,,,,insufficient_data,0.0,False,no_imagery
16HK0020,2016,18221987.17,,,,insufficient_data,0.0,False,no_imagery
16OD0037,2016,13253264.89,,,,insufficient_data,0.0,False,no_imagery
15CD0246,2016,45570969.12,,,,insufficient_data,0.0,False,no_imagery
17CG0041,2016,45556934.35,,,,insufficient_data,0.0,False,no_imagery
16AJ0028,2016,37857802.19,-0.2057,0.1391,-0.1066,partial_construction,0.5,False,partial_construction_detected
16AD0107,2016,4744811.48,0.0494,-0.0737,0.0478,no_change,0.926,True,completed_no_satellite_change
15LC0203,2016,17732903.62,,,,insufficient_data,0.0,False,no_imagery
16AA0066,2016,6653710.32,,,,insufficient_data,0.0,False,no_imagery
16NH0005,2016,48968554.77,,,,insufficient_data,0.0,False,no_imagery
16OB0049,2016,17620700.55,,,,insufficient_data,0.0,False,no_imagery
16OD0027,2016,44174879.14,,,,insufficient_data,0.0,False,no_imagery
15CD0253,2016,45755620.14,,,,insufficient_data,0.0,False,no_imagery
16DM0034,2016,96500000.0,0.1759,-0.1746,-0.0054,construction_detected,0.487,False,construction_detected
15JB0093,2016,12676728.45,,,,insufficient_data,0.0,False,no_imagery
17AB0241,2016,47042820.0,-0.0082,0.0725,-0.0082,no_change,0.927,True,completed_no_satellite_change
15OD0144,2016,14610400.0,,,,insufficient_data,0.0,False,no_imagery
15LB0202,2016,28517831.25,,,,insufficient_data,0.0,False,no_imagery
15K00181,2016,10936356.5,,,,insufficient_data,0.0,False,no_imagery
16DN0037,2016,18420770.67,,,,insufficient_data,0.0,False,no_imagery
15CD0251,2016,45487561.0,,,,insufficient_data,0.0,False,no_imagery
17PA0063,2016,46496382.68,-0.0153,0.0531,-0.0146,no_change,0.947,True,completed_no_satellite_change
16AJ0072,2016,13556500.64,-0.0116,0.0272,-0.0143,no_change,0.973,True,completed_no_satellite_change
15BC0143,2016,10694423.08,,,,insufficient_data,0.0,False,no_imagery
16FA0010,2016,46205201.02,,,,insufficient_data,0.0,False,no_imagery
17CG0042,2016,36145572.5,,,,insufficient_data,0.0,False,no_imagery
15CL0063,2016,11483739.04,-0.1331,-0.0458,-0.066,partial_construction,0.399,False,partial_construction_detected
16OB0158,2016,17368553.18,,,,insufficient_data,0.0,False,no_imagery
16OB0047,2016,17620653.98,,,,insufficient_data,0.0,False,no_imagery
16AF0010,2016,27437170.24,0.0786,-0.0703,0.07,partial_construction,0.236,True,completed_minimal_construction_evidence
15OB0371,2016,17366903.04,,,,insufficient_data,0.0,False,no_imagery
16AC0046,2016,23253888.98,-0.0365,0.038,-0.0415,no_change,0.962,True,completed_no_satellite_change
16OD0028,2016,44203011.01,,,,insufficient_data,0.0,False,no_imagery
15AI0386,2016,13982640.22,-0.0334,0.0767,-0.0293,partial_construction,0.153,True,completed_minimal_construction_evidence
15AI0394,2016,9419979.26,-0.0239,0.062,-0.0152,no_change,0.938,True,completed_no_satellite_change
15DF0191,2016,27220513.5,,,,insufficient_data,0.0,False,no_imagery
16DF0053,2016,27187079.13,,,,insufficient_data,0.0,False,no_imagery
17PA0032,2016,42995568.45,-0.0728,0.0965,-0.087,partial_construction,0.218,True,completed_minimal_construction_evidence
15OB0529,2016,8918014.44,,,,insufficient_data,0.0,False,no_imagery
15OF0202,2016,13461600.0,,,,insufficient_data,0.0,False,no_imagery
16LA0060,2016,42601521.25,,,,insufficient_data,0.0,False,no_imagery
16AC0037,2016,13962983.33,0.0209,-0.0415,0.0163,no_change,0.959,True,completed_no_satellite_change
16AC0022,2016,14038340.91,-0.0047,-0.006,-0.0129,no_change,0.994,True,completed_no_satellite_change
15BC0125,2016,18987285.29,,,,insufficient_data,0.0,False,no_imagery
15CJ0151,2016,46579213.28,-0.0211,-0.0133,-0.0207,no_change,0.979,True,completed_no_satellite_change
15GA0203,2016,9309927.13,,,,insufficient_data,0.0,False,no_imagery
15FC0276,2016,18522971.01,,,,insufficient_data,0.0,False,no_imagery
16OB0080,2016,17505120.13,,,,insufficient_data,0.0,False,no_imagery
16OB0324,2016,17998745.16,,,,insufficient_data,0.0,False,no_imagery
15NG0040,2016,9364087.89,,,,insufficient_data,0.0,False,no_imagery
17CD0040,2016,8546577.03,,,,insufficient_data,0.0,False,no_imagery
17PL0213,2016,8400000.0,,,,insufficient_data,0.0,False,no_imagery
15OB0498,2016,13019865.24,,,,insufficient_data,0.0,False,no_imagery
15K00180,2016,10940491.42,,,,insufficient_data,0.0,False,no_imagery
16OI0037,2016,17709880.42,,,,insufficient_data,0.0,False,no_imagery
16CI0012,2016,46059692.62,,,,insufficient_data,0.0,False,no_imagery
15BH0208,2016,28787045.45,,,,insufficient_data,0.0,False,no_imagery
15FL0110,2016,18619610.11,,,,insufficient_data,0.0,False,no_imagery
15CC0328,2016,18442299.78,,,,insufficient_data,0.0,False,no_imagery
16FB0030,2016,27859162.19,,,,insufficient_data,0.0,False,no_imagery
16OD0029,2016,44385487.0,,,,insufficient_data,0.0,False,no_imagery
16OB0164,2016,13024236.25,,,,insufficient_data,0.0,False,no_imagery
15OB0336,2016,8684997.41,,,,insufficient_data,0.0,False,no_imagery
16CJ0157,2016,27752824.5,-0.0077,0.0351,-0.0164,no_change,0.965,True,completed_no_satellite_change
16AB0077,2016,2970000.0,-0.049,0.0284,-0.0287,no_change,0.951,True,completed_no_satellite_change
16AA0112,2016,9359625.19,,,,insufficient_data,0.0,False,no_imagery
16OC0041,2016,14194144.79,,,,insufficient_data,0.0,False,no_imagery
16FB0029,2016,27608960.18,,,,insufficient_data,0.0,False,no_imagery
16OI0074,2016,17808192.81,,,,insufficient_data,0.0,False,no_imagery
16FB0020,2016,13706706.5,,,,insufficient_data,0.0,False,no_imagery
17CJ0051,2016,43113785.43,-0.0739,0.1042,-0.0068,partial_construction,0.222,True,completed_minimal_construction_evidence
17PA0072,2016,45526236.49,-0.0134,-0.0021,-0.0257,no_change,0.987,True,completed_no_satellite_change
16CD0120,2016,45038661.04,,,,insufficient_data,0.0,False,no_imagery
16AD0009,2016,9538003.61,0.05,-0.0837,0.0438,partial_construction,0.167,True,completed_minimal_construction_evidence
16C00021,2016,173562382.76,,,,insufficient_data,0.0,False,no_imagery
15BB0125,2016,37031169.95,,,,insufficient_data,0.0,False,no_imagery
17FI0056,2016,42383218.04,,,,insufficient_data,0.0,False,no_imagery
16AA0130,2016,9407844.5,,,,insufficient_data,0.0,False,no_imagery
16CJ0019,2016,45963148.36,0.0786,-0.1186,0.0726,partial_construction,0.237,True,completed_minimal_construction_evidence
17CJ0054,2016,36894408.01,0.03,-0.093,0.0391,partial_construction,0.186,True,completed_minimal_construction_evidence
16AE0071,2016,4774423.34,-0.067,0.0012,-0.0369,partial_construction,0.201,True,completed_minimal_construction_evidence
16AA0003,2016,9427093.23,,,,insufficient_data,0.0,False,no_imagery
17DK0022,2016,6755000.0,,,,insufficient_data,0.0,False,no_imagery
15OB0329,2016,17369732.15,,,,insufficient_data,0.0,False,no_imagery
17PL0221,2016,75204490.93,,,,insufficient_data,0.0,False,no_imagery
16LA0059,2016,48998343.6,0.0127,0.1103,-0.0209,partial_construction,0.221,True,completed_minimal_construction_evidence
15DI0195,2016,9564315.5,,,,insufficient_data,0.0,False,no_imagery
